HYPP_20_EKDL210009122-1a-AK19176-AK31112_HTVH3DSX2_L3	HYPP	9443902	    1416585300	1095046544	840881166	572176166	572176166	
CRES_11_EKDL210005548-1a-AK11572-AK16283_HHJKNDSX2_L4	CRES	9221888	    1383283200	1220176586	956245113	713209000	713209000	
HYPP_17_EKDL210009122-1a-AK19185-AK31146_HTVH3DSX2_L3	HYPP	9083322	    1362498300	1103088214	851526776	637081616	637081616	
CRES_06_EKDL200012859-1a-AK11520-AK16285_HNLVYDSXY_L1	CRES	9685240	    1452786000	1261567164	974494322	731543544	731543544	
HYPP_19_EKDL210009122-1a-AK34061-AK34062_HTVH3DSX2_L3	HYPP	9442178	    1416326700	1111653186	854520508	598221622	598221622	
CRES_09_EKDL210009123-1a-AK19170-AK23747_HTVH3DSX2_L3	CRES	9975134	    1496270100	1197754447	919824409	605363426	605363426	
BARR_14_EKDL200012859-1a-AK11667-AK16287_HNLVYDSXY_L1	BARR	9895794	    1484369100	1304212083	1015928804	808438547	808438547	
HAUG_21_EKDL200012859-1a-AK11486-AK16237_HNLVYDSXY_L1	HAUG	10039140	1505871000	1272931359	986226345	790204703	790204703	
COLN_15_EKDL210005548-1a-AK11449-AK16245_HHJKNDSX2_L4	COLN	9011876	    1351781400	1202400814	953953434	775166664	775166664	
COLN_10_EKDL210009122-1a-AK34058-AK34059_HTVH3DSX2_L3	COLN	9756858	    1463528700	1200190470	934576673	696114806	696114806	
BOVA_17_EKDL210009122-1a-AK19289-AK31141_HTVH3DSX2_L3	BOVA	9900940	    1485141000	1193900386	926769354	681325686	681325686	
AGAB_23_EKDL200012859-1a-AK11195-AK16227_HNLVYDSXY_L1	AGAB	10174558	1526183700	1349125077	1067308715	823191362	823191362	
CLEW_04_EKDL210007862-1a-AK19016-AK18839_HLNT5DSX2_L2	CLEW	10518634	1577795100	1306192174	1008676784	687213768	687213768	
INNE_14_EKDL210009123-1a-AK19054-AK23703_HTVH3DSX2_L3	INNE	9710510	    1456576500	1210135417	935717910	666234324	666234324	
AGAB_18_EKDL200012859-1a-AK11718-AK16243_HNLVYDSXY_L1	AGAB	9232006	    1384800900	1184503488	915346011	714677373	714677373	
BOVA_19_EKDL210009122-1a-AK31121-AK31122_HTVH3DSX2_L3	BOVA	10776436	1616465400	1297661158	1002437263	720926853	720926853	
FURI_09_EKDL200012859-1a-AK11656-AK574_HNLVYDSXY_L1	    FURI	10195532	1529329800	1332926764	1048564541	846786651	846786651	
CRES_03_EKDL210004790-1a-AK11524-AK16276_HHJYYDSX2_L3	CRES	10502384	1575357600	1262329251	960156144	575575787	575575787	
HAUG_17_EKDL200012859-1a-AK11387-AK16228_HNLVYDSXY_L1	HAUG	10597896	1589684400	1390694076	1094777890	833060813	833060813	
GREV_02_EKDL210007863-1a-AK19011-AK22952_HLNT5DSX2_L2	GREV	10675566	1601334900	1333229860	1027098206	763590060	763590060	
LILL_01_EKDL200012859-1a-GG04-AK5420_HNLVYDSXY_L1	    LILL	10125620	1518843000	1345511991	1057644552	842655540	842655540	
HYPP_08_EKDL210007863-1a-AK18652-AK23762_HLNT5DSX2_L2	HYPP	9939724	    1490958600	1249835747	981742128	747072680	747072680	
HAFR_18_EKDL210007863-1a-AK23705-AK23706_HLNT5DSX2_L2	HAFR	10459880	1568982000	1283222097	990035451	713451617	713451617	
INNE_12_EKDL210004790-1a-AK11665-AK16278_HHJYYDSX2_L3	INNE	10986834	1648025100	1338886354	1021134511	672687396	672687396	
CRES_16_EKDL210004790-1a-AK11506-AK16290_HHJYYDSX2_L3	CRES	11274856	1691228400	1400042356	1069723942	686477625	686477625	
LOGS_02_EKDL210005548-1a-AK11460-AK16272_HHJKNDSX2_L4	LOGS	10003584	1500537600	1327536191	1048211171	823417890	823417890	
DOLV_14_EKDL210009122-1a-AK19073-AK31217_HTVH3DSX2_L3	DOLV	10643290	1596493500	1295976207	1005313718	780250545	780250545	
BUNN_03_EKDL210009123-1a-AK19003-AK23702_HTVH3DSX2_L3	BUNN	10922680	1638402000	1312895377	1015751528	731507862	731507862	
HAUG_05_EKDL200012859-1a-AK11692-AK16230_HNLVYDSXY_L1	HAUG	11146188	1671928200	1401272371	1096022312	833444830	833444830	
BARR_03_EKDL200012859-1a-AK11428-AK16253_HNLVYDSXY_L1	BARR	12409760	1861464000	1521949158	1164587904	812831045	812831045	
HFJO_15_EKDL210004790-1a-AK2372-AK16292_HHJYYDSX2_L3	HFJO	10504324	1575648600	1422202208	1121147456	899782391	899782391	
GASO_01_EKDL200012859-1a-AK11710-AK16288_HNLVYDSXY_L1	GASO	11360284	1704042600	1530195907	1201830011	941390710	941390710	
GREV_01_EKDL210007863-1a-AK19130-AK23745_HLNT5DSX2_L2	GREV	10667894	1600184100	1352274533	1036508276	796688238	796688238	
